Date,Open,High,Low,Close
12/31/1990,"330.22","330.23","327.50","330.22"
12/28/1990,"328.72","328.72","327.24","328.72"
12/27/1990,"328.29","331.04","328.23","328.29"
12/26/1990,"330.85","331.69","329.89","330.85"
12/24/1990,"329.90","331.75","329.16","329.90"
12/21/1990,"331.75","332.47","330.12","331.75"
12/20/1990,"330.12","330.74","326.94","330.12"
12/19/1990,"330.20","330.80","329.39","330.20"
12/18/1990,"330.05","330.43","325.75","330.05"
12/17/1990,"326.02","326.82","324.46","326.02"
12/14/1990,"326.82","329.34","325.16","326.82"
12/13/1990,"329.34","330.58","328.77","329.34"
12/12/1990,"330.19","330.36","326.44","330.19"
12/11/1990,"326.44","328.89","325.65","326.44"
12/10/1990,"328.89","328.97","326.15","328.89"
12/07/1990,"327.75","329.39","326.39","327.75"
12/06/1990,"329.07","333.98","328.37","329.07"
12/05/1990,"329.92","329.92","325.66","329.92"
12/04/1990,"326.35","326.77","321.97","326.35"
12/03/1990,"324.10","324.90","322.22","324.10"
11/30/1990,"322.22","323.02","315.42","322.22"
11/29/1990,"316.42","317.95","315.03","316.42"
11/28/1990,"317.95","319.96","317.62","317.95"
11/27/1990,"318.10","318.65","315.79","318.10"
11/26/1990,"316.51","316.51","311.48","316.51"
11/23/1990,"315.10","317.30","315.06","315.10"
11/21/1990,"316.03","316.15","312.42","316.03"
11/20/1990,"315.31","319.34","315.31","315.31"
11/19/1990,"319.34","319.39","317.12","319.34"
11/16/1990,"317.12","318.80","314.99","317.12"
11/15/1990,"317.02","320.40","316.13","317.02"
11/14/1990,"320.40","321.70","317.23","320.40"
11/13/1990,"317.67","319.48","317.26","317.67"
11/12/1990,"319.48","319.77","313.73","319.48"
11/09/1990,"313.74","313.78","307.61","313.74"
11/08/1990,"307.61","309.77","305.03","307.61"
11/07/1990,"306.01","311.62","305.79","306.01"
11/06/1990,"311.62","314.76","311.43","311.62"
11/05/1990,"314.59","314.61","311.41","314.59"
11/02/1990,"311.85","311.94","306.88","311.85"
11/01/1990,"307.02","307.27","301.61","307.02"
10/31/1990,"304.00","305.70","303.33","304.00"
10/30/1990,"304.06","304.36","299.44","304.06"
10/29/1990,"301.88","307.41","300.69","301.88"
10/26/1990,"304.71","310.17","304.71","304.71"
10/25/1990,"310.17","313.71","309.70","310.17"
10/24/1990,"312.60","313.51","310.73","312.60"
10/23/1990,"312.36","315.06","312.06","312.36"
10/22/1990,"314.76","315.83","310.47","314.76"
10/19/1990,"312.48","312.48","305.74","312.48"
10/18/1990,"305.74","305.74","298.75","305.74"
10/17/1990,"298.76","301.50","297.79","298.76"
10/16/1990,"298.92","304.34","298.12","298.92"
10/15/1990,"303.23","304.79","296.41","303.23"
10/12/1990,"300.03","301.68","295.22","300.03"
10/11/1990,"295.46","301.45","294.51","295.46"
10/10/1990,"300.39","306.43","299.21","300.39"
10/09/1990,"305.10","313.48","305.09","305.10"
10/08/1990,"313.48","315.03","311.50","313.48"
10/05/1990,"311.50","314.79","305.76","311.50"
10/04/1990,"312.69","313.40","308.59","312.69"
10/03/1990,"311.40","316.26","310.70","311.40"
10/02/1990,"315.21","319.69","314.94","315.21"
10/01/1990,"314.94","314.94","306.05","314.94"
09/28/1990,"306.05","306.05","295.98","306.05"
09/27/1990,"300.97","307.47","299.10","300.97"
09/26/1990,"305.06","308.28","303.05","305.06"
09/25/1990,"308.26","308.27","304.23","308.26"
09/24/1990,"304.59","311.32","303.58","304.59"
09/21/1990,"311.32","312.17","307.98","311.32"
09/20/1990,"311.48","316.60","310.55","311.48"
09/19/1990,"316.60","319.35","316.25","316.60"
09/18/1990,"318.60","318.85","314.27","318.60"
09/17/1990,"317.77","318.05","315.21","317.77"
09/14/1990,"316.83","318.65","314.76","316.83"
09/13/1990,"318.65","322.54","318.02","318.65"
09/12/1990,"322.54","322.55","319.60","322.54"
09/11/1990,"321.04","322.18","319.60","321.04"
09/10/1990,"321.63","326.53","320.31","321.63"
09/07/1990,"323.40","324.18","319.71","323.40"
09/06/1990,"320.46","324.39","319.37","320.46"
09/05/1990,"324.39","324.52","320.99","324.39"
09/04/1990,"323.09","323.09","319.11","323.09"
08/31/1990,"322.56","322.57","316.59","322.56"
08/30/1990,"318.71","324.57","317.82","318.71"
08/29/1990,"324.19","325.83","320.87","324.19"
08/28/1990,"321.34","322.20","320.25","321.34"
08/27/1990,"321.44","323.11","311.51","321.44"
08/24/1990,"311.51","311.65","306.18","311.51"
08/23/1990,"307.06","316.55","306.56","307.06"
08/22/1990,"316.55","324.15","316.55","316.55"
08/21/1990,"321.86","328.51","318.78","321.86"
08/20/1990,"328.51","329.90","327.07","328.51"
08/17/1990,"327.83","332.39","324.63","327.83"
08/16/1990,"332.39","340.06","332.39","332.39"
08/15/1990,"340.06","341.92","339.38","340.06"
08/14/1990,"339.39","340.96","337.19","339.39"
08/13/1990,"338.84","338.88","332.02","338.84"
08/10/1990,"335.52","339.94","334.22","335.52"
